Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Modifier #1,Behavior type,Time,Media file name,Image index,Image file path,Comment
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,lifting,,,STOP,110.804,side mark 13 _\Side_1305_19_five.mp4,218,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,target,,,START,110.871,side mark 13 _\Side_1305_19_five.mp4,220,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,target,,,STOP,120.802,side mark 13 _\Side_1305_19_five.mp4,518,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,bending,,,START,121.969,side mark 13 _\Side_1305_20_one.mp4,8,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,bending,,,STOP,123.031,side mark 13 _\Side_1305_20_one.mp4,39,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,grabbing peanut,,,POINT,123.065,side mark 13 _\Side_1305_20_one.mp4,40,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,lifting,,,START,123.132,side mark 13 _\Side_1305_20_one.mp4,42,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,lifting,,,STOP,123.399,side mark 13 _\Side_1305_20_one.mp4,50,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,target,,,START,123.666,side mark 13 _\Side_1305_20_one.mp4,58,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,target,,,STOP,128.499,side mark 13 _\Side_1305_20_one.mp4,201,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,explore,,,START,128.532,side mark 13 _\Side_1305_20_one.mp4,0,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,explore,,,STOP,129.099,side mark 13 _\Side_1305_3_seven.mp4,17,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,bending,,,START,129.299,side mark 13 _\Side_1305_3_seven.mp4,23,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,bending,,,STOP,129.698,side mark 13 _\Side_1305_3_seven.mp4,35,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,grabbing peanut,,,POINT,129.698,side mark 13 _\Side_1305_3_seven.mp4,35,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,lifting,,,START,129.732,side mark 13 _\Side_1305_3_seven.mp4,36,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,lifting,,,STOP,129.998,side mark 13 _\Side_1305_3_seven.mp4,44,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,target,,,START,131.062,side mark 13 _\Side_1305_3_seven.mp4,76,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,target,,,STOP,140.530,side mark 13 _\Side_1305_3_seven.mp4,360,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,assessing,,,START,141.430,side mark 13 _\Side_1305_3_seven.mp4,387,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,assessing,,,STOP,143.530,side mark 13 _\Side_1305_3_seven.mp4,450,NA,
